"","subplot","point","hits","sp"
"1790","ABS 7","49","hit_2","TRIPAR"
"1791","ABS 7","50","hit_1","DANINT"
"1792","ABS 8","1","hit_1","JUNDRU"
"1793","ABS 8","2","hit_1","JUNDRU"
"1794","ABS 8","3","hit_1","SIBPRO"
"1795","ABS 8","4","hit_1","LLOSER"
"1796","ABS 8","5","hit_1","SIBPRO"
"1797","ABS 8","6","hit_1","SIBPRO"
"1798","ABS 8","7","hit_1","JUNDRU"
"1799","ABS 8","7","hit_2","ERIMEL"
"1800","ABS 8","8","hit_1","GEUROS"
"1801","ABS 8","9","hit_1","GEUROS"
"1802","ABS 8","11","hit_1","POASPP"
"1803","ABS 8","12","hit_1","GEUROS"
"1804","ABS 8","13","hit_1","GEUROS"
"1805","ABS 8","14","hit_1","GEUROS"
"1806","ABS 8","14","hit_2","CARPYR"
"1807","ABS 8","15","hit_1","CARPYR"
"1808","ABS 8","15","hit_2","ERIMEL"
"1809","ABS 8","17","hit_1","GEUROS"
"1810","ABS 8","18","hit_1","GEUROS"
"1811","ABS 8","19","hit_1","JUNDRU"
"1812","ABS 8","19","hit_2","GEUROS"
"1813","ABS 8","20","hit_1","JUNDRU"
"1814","ABS 8","22","hit_1","GEUROS"
"1815","ABS 8","22","hit_2","ERIMEL"
"1816","ABS 8","23","hit_1","GEUROS"
"1817","ABS 8","23","hit_2","POASPP"
"1818","ABS 8","24","hit_1","JUNDRU"
"1819","ABS 8","24","hit_2","GEUROS"
"1820","ABS 8","25","hit_1","POASPP"
"1821","ABS 8","25","hit_2","JUNDRU"
"1822","ABS 8","26","hit_1","CARPYR"
"1823","ABS 8","26","hit_2","ERIMEL"
"1824","ABS 8","27","hit_1","JUNDRU"
"1825","ABS 8","27","hit_2","CARPYR"
"1826","ABS 8","27","hit_3","SIBPRO"
"1827","ABS 8","28","hit_1","JUNDRU"
"1828","ABS 8","29","hit_1","JUNDRU"
"1829","ABS 8","29","hit_3","ERIMEL"
"1830","ABS 8","30","hit_1","JUNDRU"
"1831","ABS 8","30","hit_2","PHLALP"
"1832","ABS 8","31","hit_1","ERIMEL"
"1833","ABS 8","32","hit_1","JUNDRU"
"1834","ABS 8","32","hit_2","CARPYR"
"1835","ABS 8","33","hit_1","JUNDRU"
"1836","ABS 8","34","hit_1","JUNDRU"
"1837","ABS 8","35","hit_1","CARPYR"
"1838","ABS 8","36","hit_1","GEUROS"
"1839","ABS 8","36","hit_2","TRIPAR"
"1840","ABS 8","36","hit_3","ERIMEL"
"1841","ABS 8","37","hit_1","GEUROS"
"1842","ABS 8","38","hit_1","CARPYR"
"1843","ABS 8","39","hit_1","CARPYR"
"1844","ABS 8","40","hit_1","CARPYR"
"1845","ABS 8","40","hit_2","ERIMEL"
"1846","ABS 8","41","hit_1","POASPP"
"1847","ABS 8","41","hit_2","TRIPAR"
"1848","ABS 8","42","hit_1","JUNDRU"
"1849","ABS 8","42","hit_2","CARPYR"
"1850","ABS 8","43","hit_1","CARPYR"
"1851","ABS 8","44","hit_1","CARPYR"
"1852","ABS 8","45","hit_1","CARPYR"
"1853","ABS 8","46","hit_1","GEUROS"
"1854","ABS 8","47","hit_1","GEUROS"
"1855","ABS 8","47","hit_2","CARPYR"
"1856","ABS 8","49","hit_1","CARPYR"
"1857","ABS 8","49","hit_2","TRIPAR"
"1858","ABS 8","50","hit_1","CARPYR"
"1859","ABS 8","50","hit_2","ERIMEL"
"1860","ABS 5","1","hit_1","MINOBT"
"1861","ABS 5","1","hit_2","GEUROS"
"1862","ABS 5","2","hit_1","ARTSCO"
"1863","ABS 5","2","hit_2","MINOBT"
"1864","ABS 5","3","hit_1","TRISPI"
"1865","ABS 5","4","hit_1","CARHET"
"1866","ABS 5","5","hit_1","CARHET"
"1867","ABS 5","6","hit_1","GEUROS"
"1868","ABS 5","7","hit_1","SOLMUL"
"1869","ABS 5","7","hit_2","GEUROS"
"1870","ABS 5","8","hit_1","DANINT"
"1871","ABS 5","8","hit_2","GEUROS"
"1872","ABS 5","9","hit_1","SOLMUL"
"1873","ABS 5","10","hit_1","POAALP"
"1874","ABS 5","12","hit_1","RANADO"
"1875","ABS 5","12","hit_2","SOLMUL"
"1876","ABS 5","13","hit_1","GEUROS"
"1877","ABS 5","13","hit_2","ARTSCO"
"1878","ABS 5","14","hit_1","ERISIM"
"1879","ABS 5","15","hit_1","ARTSCO"
"1880","ABS 5","15","hit_2","POTDIV"
"1881","ABS 5","16","hit_1","GEUROS"
"1882","ABS 5","17","hit_1","LLOSER"
"1883","ABS 5","17","hit_3","GEUROS"
"1884","ABS 5","18","hit_1","LLOSER"
"1885","ABS 5","19","hit_1","ARTSCO"
"1886","ABS 5","20","hit_1","ARTSCO"
"1887","ABS 5","23","hit_1","POTDIV"
"1888","ABS 5","23","hit_2","LLOSER"
"1889","ABS 5","24","hit_1","POTDIV"
"1890","ABS 5","27","hit_1","POTDIV"
"1891","ABS 5","27","hit_2","POASPP"
"1892","ABS 5","28","hit_1","TRISPI"
"1893","ABS 5","29","hit_1","GEUROS"
"1894","ABS 5","31","hit_1","ERISIM"
"1895","ABS 5","31","hit_2","LLOSER"
"1896","ABS 5","32","hit_1","GEUROS"
"1897","ABS 5","33","hit_1","POASPP"
"1898","ABS 5","33","hit_2","GEUROS"
"1899","ABS 5","34","hit_1","GEUROS"
"1900","ABS 5","35","hit_1","SIBPRO"
"1901","ABS 5","36","hit_1","GEUROS"
"1902","ABS 5","37","hit_1","TRISPI"
"1903","ABS 5","37","hit_2","ERISIM"
"1904","ABS 5","38","hit_1","GEUROS"
"1905","ABS 5","39","hit_1","GEUROS"
"1906","ABS 5","40","hit_1","ERISIM"
"1907","ABS 5","41","hit_1","LLOSER"
"1908","ABS 5","42","hit_1","TRIPAR"
"1909","ABS 5","42","hit_2","POASPP"
"1910","ABS 5","44","hit_1","GEUROS"
"1911","ABS 5","45","hit_1","DESCES"
"1912","ABS 5","46","hit_1","SIBPRO"
"1913","ABS 5","47","hit_1","LLOSER"
"1914","ABS 5","47","hit_2","GEUROS"
"1915","ABS 5","49","hit_1","DESCES"
"1916","ABS 5","49","hit_2","SIBPRO"
"1917","ABS 5","50","hit_1","DESCES"
"1918","ABS 6","1","hit_1","SIBPRO"
"1919","ABS 6","1","hit_2","DANINT"
"1920","ABS 6","2","hit_1","DANINT"
"1921","ABS 6","3","hit_1","SIBPRO"
"1922","ABS 6","3","hit_2","DANINT"
"1923","ABS 6","4","hit_1","GEUROS"
"1924","ABS 6","5","hit_1","TRIPAR"
"1925","ABS 6","6","hit_1","ARTCAM"
"1926","ABS 6","6","hit_2","TRIPAR"
"1927","ABS 6","7","hit_1","DANINT"
"1928","ABS 6","7","hit_2","TRIPAR"
"1929","ABS 6","8","hit_1","TRISPI"
"1930","ABS 6","8","hit_2","GEUROS"
"1931","ABS 6","9","hit_1","GEUROS"
"1932","ABS 6","9","hit_2","ARTSCO"
"1933","ABS 6","10","hit_1","GEUROS"
"1934","ABS 6","10","hit_2","RANADO"
"1935","ABS 6","10","hit_3","TRIPAR"
"1936","ABS 6","11","hit_1","ARTCAM"
"1937","ABS 6","11","hit_2","GEUROS"
"1938","ABS 6","12","hit_1","DANINT"
"1939","ABS 6","12","hit_2","GEUROS"
"1940","ABS 6","13","hit_1","SIBPRO"
"1941","ABS 6","14","hit_1","DANINT"
"1942","ABS 6","14","hit_2","GEUROS"
"1943","ABS 6","15","hit_1","GEUROS"
"1944","ABS 6","15","hit_2","DANINT"
"1945","ABS 6","16","hit_1","GEUROS"
"1946","ABS 6","16","hit_2","TRIPAR"
"1947","ABS 6","17","hit_1","GEUROS"
"1948","ABS 6","18","hit_1","GEUROS"
"1949","ABS 6","20","hit_1","STESPP"
"1950","ABS 6","20","hit_2","GEUROS"
"1951","ABS 6","20","hit_3","TRIPAR"
"1952","ABS 6","21","hit_1","ARTCAM"
"1953","ABS 6","22","hit_1","DANINT"
"1954","ABS 6","25","hit_1","GEUROS"
"1955","ABS 6","25","hit_2","LLOSER"
"1956","ABS 6","25","hit_3","RANADO"
"1957","ABS 6","26","hit_1","RANADO"
"1958","ABS 6","26","hit_2","TRIPAR"
"1959","ABS 6","27","hit_1","DESCES"
"1960","ABS 6","27","hit_2","ARTCAM"
"1961","ABS 6","28","hit_1","ARTCAM"
"1962","ABS 6","28","hit_2","POTDIV"
"1963","ABS 6","30","hit_1","GEUROS"
"1964","ABS 6","31","hit_1","DESCES"
"1965","ABS 6","32","hit_1","DESCES"
"1966","ABS 6","33","hit_1","DESCES"
"1967","ABS 6","33","hit_2","GEUROS"
"1968","ABS 6","35","hit_1","SIBPRO"
"1969","ABS 6","35","hit_2","POTDIV"
"1970","ABS 6","36","hit_1","ARTCAM"
"1971","ABS 6","36","hit_2","DESCES"
"1972","ABS 6","37","hit_1","DESCES"
"1973","ABS 6","38","hit_1","DESCES"
"1974","ABS 6","38","hit_2","SIBPRO"
"1975","ABS 6","39","hit_1","TRIPAR"
"1976","ABS 6","40","hit_1","ERISIM"
"1977","ABS 6","41","hit_1","DESCES"
"1978","ABS 6","42","hit_1","DESCES"
"1979","ABS 6","42","hit_2","GEUROS"
"1980","ABS 6","43","hit_1","POTDIV"
"1981","ABS 6","43","hit_2","STESPP"
"1982","ABS 6","44","hit_1","POTDIV"
"1983","ABS 6","44","hit_2","SIBPRO"
"1984","ABS 6","45","hit_1","GEUROS"
"1985","ABS 6","45","hit_2","SIBPRO"
"1986","ABS 6","46","hit_1","DANINT"
"1987","ABS 6","48","hit_1","GEUROS"
"1988","ABS 6","49","hit_1","GEUROS"
"1989","ABS 6","49","hit_2","SIBPRO"
"1990","ABS 6","50","hit_1","TRIPAR"
"1991","ABS 6","50","hit_2","GEUROS"
"1992","ABS 1","2","hit_1","ARTSCO"
"1993","ABS 1","3","hit_1","LLOSER"
"1994","ABS 1","4","hit_1","AREFEN"
"1995","ABS 1","5","hit_1","RANADO"
"1996","ABS 1","8","hit_1","GEUROS"
"1997","ABS 1","9","hit_1","GEUROS"
"1998","ABS 1","10","hit_1","GEUROS"
"1999","ABS 1","10","hit_2","SOLMUL"
"2000","ABS 1","11","hit_1","ERISIM"
"2001","ABS 1","12","hit_1","SOLMUL"
"2002","ABS 1","13","hit_1","ERISIM"
"2003","ABS 1","14","hit_1","GEUROS"
"2004","ABS 1","15","hit_1","GEUROS"
"2005","ABS 1","15","hit_2","LLOSER"
"2006","ABS 1","15","hit_3","ARTSCO"
"2007","ABS 1","16","hit_1","MINOBT"
"2008","ABS 1","18","hit_1","ERISIM"
"2009","ABS 1","19","hit_1","GEUROS"
"2010","ABS 1","20","hit_1","MINOBT"
"2011","ABS 1","22","hit_1","GEUROS"
"2012","ABS 1","23","hit_1","ERISIM"
"2013","ABS 1","24","hit_1","ARTSCO"
"2014","ABS 1","24","hit_2","GEUROS"
"2015","ABS 1","25","hit_1","ARTSCO"
"2016","ABS 1","25","hit_2","TRIPAR"
"2017","ABS 1","26","hit_1","GEUROS"
"2018","ABS 1","27","hit_1","MINOBT"
"2019","ABS 1","29","hit_1","TRIPAR"
"2020","ABS 1","29","hit_2","ARTSCO"
"2021","ABS 1","31","hit_1","ERISIM"
"2022","ABS 1","32","hit_1","TRIPAR"
"2023","ABS 1","34","hit_1","GEUROS"
"2024","ABS 1","35","hit_1","GEUROS"
"2025","ABS 1","35","hit_2","ARTSCO"
"2026","ABS 1","36","hit_1","GEUROS"
"2027","ABS 1","36","hit_2","ERISIM"
"2028","ABS 1","36","hit_3","ARTSCO"
"2029","ABS 1","37","hit_1","ERISIM"
"2030","ABS 1","37","hit_2","MINOBT"
"2031","ABS 1","38","hit_2","SEDLAN"
"2032","ABS 1","39","hit_1","ARTSCO"
"2033","ABS 1","39","hit_2","GEUROS"
"2034","ABS 1","39","hit_3","ERISIM"
"2035","ABS 1","40","hit_1","GEUROS"
"2036","ABS 1","40","hit_2","RANADO"
"2037","ABS 1","41","hit_1","GEUROS"
"2038","ABS 1","42","hit_1","GEUROS"
"2039","ABS 1","43","hit_1","SOLMUL"
"2040","ABS 1","44","hit_1","GEUROS"
"2041","ABS 1","45","hit_1","GEUROS"
"2042","ABS 1","47","hit_1","GEUROS"
"2043","ABS 1","48","hit_1","ERISIM"
"2044","ABS 1","48","hit_2","RANADO"
"2045","ABS 1","49","hit_1","SOLMUL"
"2046","ABS 1","49","hit_2","ARTSCO"
"2047","ABS 1","50","hit_1","GEUROS"
"2048","ABS 2","1","hit_1","POTDIV"
"2049","ABS 2","1","hit_2","ERISIM"
"2050","ABS 2","2","hit_1","TRIPAR"
"2051","ABS 2","2","hit_2","GEUROS"
"2052","ABS 2","4","hit_1","DESCES"
"2053","ABS 2","5","hit_1","DANINT"
"2054","ABS 2","6","hit_1","GEUROS"
"2055","ABS 2","6","hit_2","ARTSCO"
"2056","ABS 2","7","hit_1","GEUROS"
"2057","ABS 2","8","hit_1","SELDEN"
"2058","ABS 2","10","hit_1","TRIPAR"
"2059","ABS 2","10","hit_2","DANINT"
"2060","ABS 2","11","hit_1","GEUROS"
"2061","ABS 2","11","hit_2","ARTSCO"
"2062","ABS 2","12","hit_1","ARTSCO"
"2063","ABS 2","12","hit_2","DANINT"
"2064","ABS 2","13","hit_1","GEUROS"
"2065","ABS 2","13","hit_2","DANINT"
"2066","ABS 2","14","hit_1","ERISIM"
"2067","ABS 2","14","hit_2","GEUROS"
"2068","ABS 2","15","hit_1","DANINT"
"2069","ABS 2","16","hit_1","DANINT"
"2070","ABS 2","17","hit_1","DANINT"
"2071","ABS 2","19","hit_1","TRIPAR"
"2072","ABS 2","20","hit_1","DANINT"
"2073","ABS 2","20","hit_2","SIBPRO"
"2074","ABS 2","21","hit_1","DANINT"
"2075","ABS 2","22","hit_1","GEUROS"
"2076","ABS 2","23","hit_1","DANINT"
"2077","ABS 2","24","hit_1","GEUROS"
"2078","ABS 2","24","hit_2","DANINT"
"2079","ABS 2","25","hit_1","DANINT"
"2080","ABS 2","26","hit_1","GEUROS"
"2081","ABS 2","26","hit_2","TRIPAR"
"2082","ABS 2","26","hit_3","SIBPRO"
"2083","ABS 2","27","hit_1","DANINT"
"2084","ABS 2","28","hit_1","DANINT"
"2085","ABS 2","29","hit_1","TRISPI"
"2086","ABS 2","29","hit_2","SOLMUL"
"2087","ABS 2","29","hit_3","DANINT"
"2088","ABS 2","30","hit_1","DANINT"
"2089","ABS 2","31","hit_1","DANINT"
"2090","ABS 2","31","hit_2","SIBPRO"
"2091","ABS 2","32","hit_1","DANINT"
"2092","ABS 2","34","hit_1","DANINT"
"2093","ABS 2","35","hit_1","DANINT"
"2094","ABS 2","36","hit_1","DANINT"
"2095","ABS 2","36","hit_2","GEUROS"
"2096","ABS 2","37","hit_1","SIBPRO"
"2097","ABS 2","37","hit_2","DANINT"
"2098","ABS 2","39","hit_1","DANINT"
"2099","ABS 2","39","hit_2","TRIPAR"
"2100","ABS 2","39","hit_3","GEUROS"
"2101","ABS 2","40","hit_1","ERISIM"
"2102","ABS 2","41","hit_1","GEUROS"
"2103","ABS 2","41","hit_2","TRIPAR"
"2104","ABS 2","42","hit_1","DANINT"
"2105","ABS 2","43","hit_1","ARTSCO"
"2106","ABS 2","44","hit_1","ARTSCO"
"2107","ABS 2","44","hit_2","ERISIM"
"2108","ABS 2","44","hit_3","GEUROS"
"2109","ABS 2","45","hit_1","SIBPRO"
"2110","ABS 2","46","hit_1","DANINT"
"2111","ABS 2","46","hit_2","GEUROS"
"2112","ABS 2","47","hit_1","GEUROS"
"2113","ABS 2","48","hit_1","TRIPAR"
"2114","ABS 2","48","hit_2","DANINT"
"2115","ABS 2","49","hit_1","TRIPAR"
"2116","ABS 2","49","hit_2","GEUROS"
"2117","ABS 2","49","hit_3","DANINT"
"2118","ABS 2","49","hit_4","RANADO"
"2119","ABS 2","50","hit_1","TRIPAR"
"2120","ABS 2","50","hit_2","DANINT"
"2121","ABS 3","1","hit_1","SIBPRO"
"2122","ABS 3","2","hit_1","TRIPAR"
"2123","ABS 3","3","hit_1","TRIPAR"
"2124","ABS 3","5","hit_1","ARTSCO"
"2125","ABS 3","6","hit_1","DESCES"
"2126","ABS 3","7","hit_1","DESCES"
"2127","ABS 3","7","hit_2","TRIPAR"
"2128","ABS 3","8","hit_1","DESCES"
"2129","ABS 3","8","hit_2","GEUROS"
"2130","ABS 3","9","hit_1","DESCES"
"2131","ABS 3","10","hit_1","POASPP"
"2132","ABS 3","10","hit_2","ARTSCO"
"2133","ABS 3","11","hit_1","DESCES"
"2134","ABS 3","11","hit_2","GEUROS"
"2135","ABS 3","12","hit_1","DESCES"
"2136","ABS 3","13","hit_1","DESCES"
"2137","ABS 3","14","hit_1","DESCES"
"2138","ABS 3","14","hit_2","GEUROS"
"2139","ABS 3","15","hit_1","POASPP"
"2140","ABS 3","15","hit_2","RANADO"
"2141","ABS 3","16","hit_1","DESCES"
"2142","ABS 3","17","hit_1","DESCES"
"2143","ABS 3","17","hit_2","GEUROS"
"2144","ABS 3","18","hit_1","DESCES"
"2145","ABS 3","18","hit_2","ARTCAM"
"2146","ABS 3","19","hit_1","DESCES"
"2147","ABS 3","19","hit_2","RANADO"
"2148","ABS 3","20","hit_1","POASPP"
"2149","ABS 3","20","hit_2","SIBPRO"
"2150","ABS 3","21","hit_1","DANINT"
"2151","ABS 3","22","hit_1","DESCES"
"2152","ABS 3","22","hit_2","TRIPAR"
"2153","ABS 3","23","hit_1","DESCES"
"2154","ABS 3","23","hit_2","GEUROS"
"2155","ABS 3","24","hit_1","ARTSCO"
"2156","ABS 3","25","hit_1","TRIPAR"
"2157","ABS 3","25","hit_2","RANADO"
"2158","ABS 3","25","hit_3","ERISIM"
"2159","ABS 3","26","hit_1","GEUROS"
"2160","ABS 3","27","hit_1","TRIPAR"
"2161","ABS 3","28","hit_1","POASPP"
"2162","ABS 3","29","hit_1","DESCES"
"2163","ABS 3","31","hit_1","POASPP"
"2164","ABS 3","31","hit_2","GEUROS"
"2165","ABS 3","32","hit_1","GEUROS"
"2166","ABS 3","33","hit_1","GEUROS"
"2167","ABS 3","34","hit_1","TRIPAR"
"2168","ABS 3","35","hit_1","TRIPAR"
"2169","ABS 3","36","hit_1","RANADO"
"2170","ABS 3","36","hit_2","GEUROS"
"2171","ABS 3","37","hit_1","SIBPRO"
"2172","ABS 3","38","hit_1","POASPP"
"2173","ABS 3","38","hit_2","SIBPRO"
"2174","ABS 3","39","hit_1","GEUROS"
"2175","ABS 3","40","hit_1","GEUROS"
"2176","ABS 3","41","hit_1","SIBPRO"
"2177","ABS 3","42","hit_1","ERISIM"
"2178","ABS 3","44","hit_1","ARTSCO"
"2179","ABS 3","44","hit_2","SIBPRO"
"2180","ABS 3","45","hit_1","ARTSCO"
"2181","ABS 3","45","hit_2","POASPP"
"2182","ABS 3","46","hit_1","RANADO"
"2183","ABS 3","46","hit_2","SIBPRO"
"2184","ABS 3","47","hit_1","POTDIV"
"2185","ABS 3","47","hit_2","RANADO"
"2186","ABS 3","50","hit_1","ARTSCO"
"2187","ABS 3","50","hit_2","ERISIM"
"2188","ABS 4","1","hit_1","POASPP"
"2189","ABS 4","1","hit_2","ERIMEL"
"2190","ABS 4","5","hit_1","TRIPAR"
"2191","ABS 4","9","hit_1","DESCES"
"2192","ABS 4","9","hit_2","CERBER"
"2193","ABS 4","10","hit_1","DESCES"
"2194","ABS 4","10","hit_2","TRIPAR"
"2195","ABS 4","11","hit_1","DESCES"
"2196","ABS 4","11","hit_2","ERIMEL"
"2197","ABS 4","16","hit_1","SIBPRO"
"2198","ABS 4","19","hit_1","TRIPAR"
"2199","ABS 4","19","hit_2","LLOSER"
"2200","ABS 4","21","hit_1","SIBPRO"
"2201","ABS 4","24","hit_1","TRIPAR"
"2202","ABS 4","26","hit_1","ERIMEL"
"2203","ABS 4","29","hit_1","TRIPAR"
"2204","ABS 4","30","hit_1","TRIPAR"
"2205","ABS 4","31","hit_1","POASPP"
"2206","ABS 4","35","hit_1","TRIPAR"
"2207","ABS 4","36","hit_1","POASPP"
"2208","ABS 4","37","hit_1","TRIPAR"
"2209","ABS 4","38","hit_1","ERIMEL"
"2210","ABS 4","40","hit_1","JUNDRU"
"2211","ABS 4","40","hit_2","ERIMEL"
"2212","ABS 4","41","hit_1","ARTCAM"
"2213","ABS 4","44","hit_1","JUNDRU"
"2214","ABS 4","45","hit_1","TRIPAR"
"2215","ABS 4","45","hit_2","JUNDRU"
"2216","ABS 4","46","hit_1","ERIMEL"
"2217","ABS 4","46","hit_2","TRIPAR"
"2218","ABS 4","46","hit_3","POASPP"
"2219","ABS 4","48","hit_1","JUNDRU"
"2220","ABS 4","50","hit_1","JUNDRU"
"2221","ABS 4","50","hit_2","ERIMEL"
"2222","ACO 3","1","hit_1","ARTARC"
"2223","ACO 3","4","hit_1","TRIPAR"
"2224","ACO 3","7","hit_1","SIBPRO"
"2225","ACO 3","9","hit_1","GEUROS"
"2226","ACO 3","10","hit_1","POAFAT"
"2227","ACO 3","10","hit_2","GEUROS"
"2228","ACO 3","10","hit_3","TRIPAR"
"2229","ACO 3","11","hit_1","SIBPRO"
"2230","ACO 3","13","hit_1","ARTSCO"
"2231","ACO 3","13","hit_2","SIBPRO"
"2232","ACO 3","15","hit_1","GEUROS"
"2233","ACO 3","15","hit_2","SIBPRO"
"2234","ACO 3","16","hit_1","SIBPRO"
"2235","ACO 3","17","hit_1","TRIPAR"
"2236","ACO 3","22","hit_1","TRIPAR"
"2237","ACO 3","23","hit_1","TRIPAR"
"2238","ACO 3","24","hit_1","TRIPAR"
"2239","ACO 3","26","hit_1","TRIPAR"
"2240","ACO 3","27","hit_1","RANADO"
"2241","ACO 3","28","hit_1","ARTSCO"
"2242","ACO 3","28","hit_2","MINOBT"
"2243","ACO 3","29","hit_1","ARTSCO"
"2244","ACO 3","29","hit_2","SIBPRO"
"2245","ACO 3","30","hit_1","TRIPAR"
"2246","ACO 3","31","hit_1","DESCES"
"2247","ACO 3","33","hit_1","TRISPI"
"2248","ACO 3","34","hit_1","TRIPAR"
"2249","ACO 3","36","hit_1","DESCES"
"2250","ACO 3","37","hit_1","DESCES"
"2251","ACO 3","37","hit_2","ARTARC"
"2252","ACO 3","38","hit_1","ARTARC"
"2253","ACO 3","39","hit_1","ARTSCO"
"2254","ACO 3","40","hit_1","SIBPRO"
"2255","ACO 3","41","hit_1","ARTARC"
"2256","ACO 3","44","hit_1","TRIPAR"
"2257","ACO 3","45","hit_1","GEUROS"
"2258","ACO 3","46","hit_1","SIBPRO"
"2259","ACO 3","47","hit_1","TRIPAR"
"2260","ACO 3","49","hit_1","ARTARC"
"2261","ACO 3","49","hit_2","TRIPAR"
"2262","ACO 4","1","hit_1","TRIPAR"
"2263","ACO 4","1","hit_2","SIBPRO"
"2264","ACO 4","2","hit_1","POAFAT"
"2265","ACO 4","4","hit_1","ERIGLA"
"2266","ACO 4","5","hit_1","POAFAT"
"2267","ACO 4","5","hit_2","ERIGLA"
"2268","ACO 4","7","hit_1","TRIPAR"
"2269","ACO 4","8","hit_1","ERIMEL"
"2270","ACO 4","9","hit_1","TRIPAR"
"2271","ACO 4","10","hit_1","TRIPAR"
"2272","ACO 4","11","hit_1","SIBPRO"
"2273","ACO 4","11","hit_2","DESCES"
"2274","ACO 4","12","hit_1","TRIPAR"
"2275","ACO 4","13","hit_1","TRIPAR"
"2276","ACO 4","13","hit_2","ERIMEL"
"2277","ACO 4","15","hit_1","TRIPAR"
"2278","ACO 4","16","hit_1","DESCES"
"2279","ACO 4","16","hit_2","TRIPAR"
"2280","ACO 4","17","hit_1","DESCES"
"2281","ACO 4","17","hit_2","TRIPAR"
"2282","ACO 4","18","hit_1","ARTSCO"
"2283","ACO 4","20","hit_1","TRIPAR"
"2284","ACO 4","21","hit_1","TRIPAR"
"2285","ACO 4","25","hit_1","ERIMEL"
"2286","ACO 4","26","hit_1","TRIPAR"
"2287","ACO 4","29","hit_1","ERIMEL"
"2288","ACO 4","29","hit_2","POASKI"
"2289","ACO 4","30","hit_1","ERIMEL"
"2290","ACO 4","33","hit_1","POASKI"
"2291","ACO 4","34","hit_1","POASKI"
"2292","ACO 4","35","hit_1","ERIGLA"
