"","subplot","point","hits","sp"
"1","TBS 1","1","hit_1","VACSPP"
"2","TBS 1","2","hit_1","JUNDRU"
"3","TBS 1","3","hit_1","JUNDRU"
"4","TBS 1","4","hit_1","JUNDRU"
"5","TBS 1","4","hit_2","AGOGLA"
"6","TBS 1","5","hit_1","JUNDRU"
"7","TBS 1","5","hit_2","VACSPP"
"8","TBS 1","5","hit_3","AGOGLA"
"9","TBS 1","7","hit_1","CARROS"
"10","TBS 1","8","hit_1","JUNDRU"
"11","TBS 1","9","hit_1","GENPAR"
"12","TBS 1","10","hit_1","DANINT"
"13","TBS 1","10","hit_2","VACSPP"
"14","TBS 1","11","hit_1","JUNDRU"
"15","TBS 1","12","hit_1","VIOADU"
"16","TBS 1","12","hit_2","DANINT"
"17","TBS 1","13","hit_1","JUNDRU"
"18","TBS 1","13","hit_2","VIOADU"
"19","TBS 1","15","hit_1","AGOGLA"
"20","TBS 1","16","hit_1","JUNDRU"
"21","TBS 1","17","hit_1","JUNDRU"
"22","TBS 1","17","hit_2","TRIPAR"
"23","TBS 1","17","hit_3","AGOGLA"
"24","TBS 1","18","hit_1","TRISPI"
"25","TBS 1","19","hit_1","JUNDRU"
"26","TBS 1","20","hit_1","JUNDRU"
"27","TBS 1","20","hit_2","TRIPAR"
"28","TBS 1","21","hit_1","AGOGLA"
"29","TBS 1","21","hit_2","JUNDRU"
"30","TBS 1","21","hit_3","VACSPP"
"31","TBS 1","22","hit_1","AGOGLA"
"32","TBS 1","23","hit_1","AGOGLA"
"33","TBS 1","26","hit_1","AGOGLA"
"34","TBS 1","27","hit_1","CARROS"
"35","TBS 1","28","hit_1","VACSPP"
"36","TBS 1","28","hit_2","CARROS"
"37","TBS 1","29","hit_1","JUNDRU"
"38","TBS 1","30","hit_1","PHLALP"
"39","TBS 1","31","hit_1","JUNDRU"
"40","TBS 1","32","hit_1","CARROS"
"41","TBS 1","33","hit_1","AGOGLA"
"42","TBS 1","35","hit_1","JUNDRU"
"43","TBS 1","36","hit_1","JUNDRU"
"44","TBS 1","39","hit_1","VACSPP"
"45","TBS 1","41","hit_1","JUNDRU"
"46","TBS 1","41","hit_2","VACSPP"
"47","TBS 1","42","hit_1","JUNDRU"
"48","TBS 1","43","hit_1","JUNDRU"
"49","TBS 1","46","hit_1","AGOGLA"
"50","TBS 1","48","hit_1","ANTMED"
"51","TBS 1","49","hit_1","JUNDRU"
"52","TBS 1","49","hit_2","VIOADU"
"53","TBS 1","50","hit_1","VACSPP"
"54","TBS 5","1","hit_1","DANINT"
"55","TBS 5","1","hit_2","AGOGLA"
"56","TBS 5","2","hit_1","DANINT"
"57","TBS 5","2","hit_2","VIOADU"
"58","TBS 5","3","hit_1","ERIGLA"
"59","TBS 5","4","hit_1","JUNDRU"
"60","TBS 5","5","hit_1","ERIGLA"
"61","TBS 5","6","hit_1","ERIGLA"
"62","TBS 5","7","hit_1","JUNDRU"
"63","TBS 5","7","hit_2","VIOADU"
"64","TBS 5","8","hit_1","VIOADU"
"65","TBS 5","9","hit_1","JUNDRU"
"66","TBS 5","9","hit_2","ERIGLA"
"67","TBS 5","11","hit_1","POASKI"
"68","TBS 5","11","hit_2","VIOADU"
"69","TBS 5","11","hit_3","ERIGLA"
"70","TBS 5","11","hit_4","LIGTEN"
"71","TBS 5","12","hit_1","ANTMED"
"72","TBS 5","13","hit_1","DANINT"
"73","TBS 5","13","hit_2","ERIGLA"
"74","TBS 5","14","hit_1","JUNDRU"
"75","TBS 5","14","hit_2","ERIGLA"
"76","TBS 5","16","hit_1","ERIGLA"
"77","TBS 5","17","hit_1","ERIGLA"
"78","TBS 5","18","hit_1","ERIGLA"
"79","TBS 5","18","hit_2","CARROS"
"80","TBS 5","19","hit_1","DESCES"
"81","TBS 5","19","hit_2","VIOADU"
"82","TBS 5","20","hit_1","DESCES"
"83","TBS 5","20","hit_2","LIGTEN"
"84","TBS 5","22","hit_1","VIOADU"
"85","TBS 5","23","hit_1","CARROS"
"86","TBS 5","24","hit_1","LIGTEN"
"87","TBS 5","25","hit_1","DESCES"
"88","TBS 5","25","hit_2","VIOADU"
"89","TBS 5","25","hit_3","SIBPRO"
"90","TBS 5","26","hit_1","VIOADU"
"91","TBS 5","27","hit_1","JUNDRU"
"92","TBS 5","27","hit_2","VIOADU"
"93","TBS 5","29","hit_1","POLBIS"
"94","TBS 5","30","hit_1","SIBPRO"
"95","TBS 5","32","hit_1","JUNDRU"
"96","TBS 5","32","hit_2","VIOADU"
"97","TBS 5","33","hit_1","JUNDRU"
"98","TBS 5","34","hit_1","JUNDRU"
"99","TBS 5","35","hit_1","POLBIS"
"100","TBS 5","37","hit_1","JUNDRU"
"101","TBS 5","38","hit_1","JUNDRU"
"102","TBS 5","39","hit_1","GEUROS"
"103","TBS 5","40","hit_1","DANINT"
"104","TBS 5","40","hit_2","ANTMED"
"105","TBS 5","41","hit_1","ERIGLA"
"106","TBS 5","42","hit_1","JUNDRU"
"107","TBS 5","42","hit_2","ERIGLA"
"108","TBS 5","43","hit_1","ERIGLA"
"109","TBS 5","43","hit_2","VIOADU"
"110","TBS 5","44","hit_1","DANINT"
"111","TBS 5","44","hit_2","SIBPRO"
"112","TBS 5","45","hit_1","VIOADU"
"113","TBS 5","46","hit_1","ANTMED"
"114","TBS 5","47","hit_1","JUNDRU"
"115","TBS 5","47","hit_2","VIOADU"
"116","TBS 5","48","hit_1","VIOADU"
"117","TBS 5","49","hit_1","DANINT"
"118","TBS 5","49","hit_2","ANTMED"
"119","TBS 5","50","hit_1","CARROS"
"120","TBS 2","1","hit_1","DESCES"
"121","TBS 2","2","hit_1","DESCES"
"122","TBS 2","2","hit_2","ERIGLA"
"123","TBS 2","3","hit_1","AGOGLA"
"124","TBS 2","3","hit_2","DESCES"
"125","TBS 2","4","hit_1","DESCES"
"126","TBS 2","5","hit_1","LIGTEN"
"127","TBS 2","5","hit_2","DESCES"
"128","TBS 2","6","hit_1","ERIGLA"
"129","TBS 2","7","hit_1","DESCES"
"130","TBS 2","7","hit_2","VIOADU"
"131","TBS 2","7","hit_3","LIGTEN"
"132","TBS 2","8","hit_1","DESCES"
"133","TBS 2","9","hit_1","DESCES"
"134","TBS 2","10","hit_1","DESCES"
"135","TBS 2","10","hit_2","LIGTEN"
"136","TBS 2","11","hit_1","CARROS"
"137","TBS 2","12","hit_1","LIGTEN"
"138","TBS 2","13","hit_1","DESCES"
"139","TBS 2","14","hit_1","DESCES"
"140","TBS 2","15","hit_1","LIGTEN"
"141","TBS 2","15","hit_2","CARROS"
"142","TBS 2","16","hit_1","CARROS"
"143","TBS 2","17","hit_1","AGOGLA"
"144","TBS 2","18","hit_1","AGOGLA"
"145","TBS 2","19","hit_1","DANINT"
"146","TBS 2","19","hit_2","LIGTEN"
"147","TBS 2","20","hit_1","VIOADU"
"148","TBS 2","21","hit_1","DANINT"
"149","TBS 2","21","hit_2","LIGTEN"
"150","TBS 2","22","hit_1","LIGTEN"
"151","TBS 2","23","hit_1","POAALP"
"152","TBS 2","24","hit_1","AGOGLA"
"153","TBS 2","24","hit_2","DESCES"
"154","TBS 2","25","hit_1","LIGTEN"
"155","TBS 2","27","hit_1","VIOADU"
"156","TBS 2","28","hit_1","CARNOV"
"157","TBS 2","28","hit_2","SIBPRO"
"158","TBS 2","29","hit_1","CARNOV"
"159","TBS 2","30","hit_1","PHLALP"
"160","TBS 2","30","hit_2","DESCES"
"161","TBS 2","30","hit_3","AGOGLA"
"162","TBS 2","30","hit_4","LIGTEN"
"163","TBS 2","31","hit_1","LIGTEN"
"164","TBS 2","31","hit_2","SIBPRO"
"165","TBS 2","32","hit_1","LIGTEN"
"166","TBS 2","33","hit_1","CALLEP"
"167","TBS 2","34","hit_1","CALLEP"
"168","TBS 2","35","hit_1","LIGTEN"
"169","TBS 2","35","hit_2","VERWOR"
"170","TBS 2","37","hit_1","SIBPRO"
"171","TBS 2","38","hit_1","CARNOV"
"172","TBS 2","39","hit_1","CARNOV"
"173","TBS 2","39","hit_2","POAALP"
"174","TBS 2","40","hit_1","CARNOV"
"175","TBS 2","40","hit_2","LIGTEN"
"176","TBS 2","41","hit_1","DANINT"
"177","TBS 2","43","hit_1","ERIGLA"
"178","TBS 2","44","hit_1","CARNOV"
"179","TBS 2","44","hit_2","GEUROS"
"180","TBS 2","45","hit_1","PHLALP"
"181","TBS 2","45","hit_2","AGOGLA"
"182","TBS 2","46","hit_1","DANINT"
"183","TBS 2","46","hit_2","LIGTEN"
"184","TBS 2","47","hit_1","CARNOV"
"185","TBS 2","47","hit_2","ARTSCO"
"186","TBS 2","48","hit_1","SIBPRO"
"187","TBS 2","49","hit_1","CALLEP"
"188","TBS 2","49","hit_2","AGOGLA"
"189","TBS 6","1","hit_1","DESCES"
"190","TBS 6","2","hit_1","DESCES"
"191","TBS 6","3","hit_1","DESCES"
"192","TBS 6","4","hit_1","DESCES"
"193","TBS 6","4","hit_2","LIGTEN"
"194","TBS 6","5","hit_1","PHLALP"
"195","TBS 6","5","hit_2","DESCES"
"196","TBS 6","5","hit_3","LIGTEN"
"197","TBS 6","5","hit_4","POTDIV"
"198","TBS 6","6","hit_1","DESCES"
"199","TBS 6","6","hit_2","VERWOR"
"200","TBS 6","7","hit_1","DESCES"
"201","TBS 6","8","hit_2","DESCES"
"202","TBS 6","8","hit_3","LIGTEN"
"203","TBS 6","8","hit_4","ERIGLA"
"204","TBS 6","9","hit_1","DESCES"
"205","TBS 6","9","hit_2","LIGTEN"
"206","TBS 6","10","hit_1","STELON"
"207","TBS 6","11","hit_1","LIGTEN"
"208","TBS 6","11","hit_2","PHLALP"
"209","TBS 6","12","hit_1","DESCES"
"210","TBS 6","13","hit_1","GEUROS"
"211","TBS 6","13","hit_2","VERWOR"
"212","TBS 6","14","hit_1","LIGTEN"
"213","TBS 6","15","hit_1","CALLEP"
"214","TBS 6","16","hit_1","CARNOV"
"215","TBS 6","16","hit_2","CALLEP"
"216","TBS 6","17","hit_1","LIGTEN"
"217","TBS 6","19","hit_1","VERWOR"
"218","TBS 6","19","hit_2","CARNOV"
"219","TBS 6","19","hit_3","LIGTEN"
"220","TBS 6","20","hit_1","DESCES"
"221","TBS 6","21","hit_1","CARNOV"
"222","TBS 6","21","hit_2","LIGTEN"
"223","TBS 6","22","hit_1","CALLEP"
"224","TBS 6","23","hit_1","DESCES"
"225","TBS 6","23","hit_2","LIGTEN"
"226","TBS 6","24","hit_1","DESCES"
"227","TBS 6","25","hit_1","LIGTEN"
"228","TBS 6","26","hit_1","DESCES"
"229","TBS 6","27","hit_1","LIGTEN"
"230","TBS 6","28","hit_1","CARNOV"
"231","TBS 6","28","hit_2","POAALP"
"232","TBS 6","29","hit_1","POTDIV"
"233","TBS 6","31","hit_1","CALLEP"
"234","TBS 6","32","hit_1","CALLEP"
"235","TBS 6","33","hit_1","ERIGLA"
"236","TBS 6","33","hit_2","POAALP"
"237","TBS 6","34","hit_1","DESCES"
"238","TBS 6","34","hit_2","GEUROS"
"239","TBS 6","35","hit_1","DESCES"
"240","TBS 6","35","hit_2","GEUROS"
"241","TBS 6","36","hit_1","VIOADU"
"242","TBS 6","36","hit_3","PARNOV"
"243","TBS 6","37","hit_1","PARNOV"
"244","TBS 6","37","hit_2","CALLEP"
"245","TBS 6","38","hit_1","CALLEP"
"246","TBS 6","39","hit_1","DESCES"
"247","TBS 6","40","hit_1","DESCES"
"248","TBS 6","41","hit_1","ERIGLA"
"249","TBS 6","42","hit_1","ERIGLA"
"250","TBS 6","43","hit_1","CARNOV"
"251","TBS 6","43","hit_2","LIGTEN"
"252","TBS 6","44","hit_1","DESCES"
"253","TBS 6","44","hit_2","LIGTEN"
"254","TBS 6","45","hit_1","DESCES"
"255","TBS 6","45","hit_2","LIGTEN"
"256","TBS 6","46","hit_1","LIGTEN"
"257","TBS 6","47","hit_1","VERWOR"
"258","TBS 6","48","hit_1","CARNOV"
"259","TBS 6","48","hit_2","JUNDRU"
"260","TBS 6","48","hit_3","CALLEP"
"261","TBS 6","49","hit_1","CALLEP"
"262","TBS 6","50","hit_1","LIGTEN"
"263","TBS 6","50","hit_2","CALLEP"
"264","TBS 4","2","hit_1","DANINT"
"265","TBS 4","3","hit_1","CARNOV"
"266","TBS 4","3","hit_2","DANINT"
"267","TBS 4","3","hit_3","CALLEP"
"268","TBS 4","4","hit_1","DANINT"
"269","TBS 4","4","hit_2","CARNOV"
"270","TBS 4","4","hit_3","ARTSCO"
"271","TBS 4","5","hit_1","DANINT"
"272","TBS 4","7","hit_1","LLOSER"
"273","TBS 4","8","hit_1","DANINT"
"274","TBS 4","9","hit_1","DANINT"
"275","TBS 4","9","hit_2","LLOSER"
"276","TBS 4","10","hit_1","DANINT"
"277","TBS 4","12","hit_1","DANINT"
"278","TBS 4","14","hit_1","DANINT"
"279","TBS 4","15","hit_1","DANINT"
"280","TBS 4","16","hit_1","DANINT"
"281","TBS 4","17","hit_1","DANINT"
"282","TBS 4","18","hit_1","DANINT"
"283","TBS 4","21","hit_1","DANINT"
"284","TBS 4","22","hit_1","DANINT"
"285","TBS 4","23","hit_1","DANINT"
"286","TBS 4","24","hit_1","ERISIM"
"287","TBS 4","24","hit_2","DANINT"
"288","TBS 4","25","hit_1","DANINT"
"289","TBS 4","27","hit_1","DANINT"
"290","TBS 4","28","hit_1","CARNOV"
"291","TBS 4","29","hit_1","DANINT"
"292","TBS 4","30","hit_1","GEUROS"
"293","TBS 4","31","hit_1","POLVIV"
"294","TBS 4","31","hit_2","GEUROS"
"295","TBS 4","32","hit_1","DANINT"
"296","TBS 4","33","hit_1","DANINT"
"297","TBS 4","35","hit_1","GEUROS"
"298","TBS 4","35","hit_2","CARNOV"
"299","TBS 4","36","hit_1","GEUROS"
"300","TBS 4","37","hit_1","DANINT"
"301","TBS 4","37","hit_2","POTDIV"
"302","TBS 4","38","hit_1","DANINT"
"303","TBS 4","39","hit_1","DANINT"
"304","TBS 4","40","hit_1","DANINT"
"305","TBS 4","41","hit_1","DANINT"
"306","TBS 4","42","hit_1","DANINT"
"307","TBS 4","44","hit_1","DANINT"
"308","TBS 4","45","hit_1","DANINT"
"309","TBS 4","46","hit_1","DANINT"
"310","TBS 4","47","hit_1","CARNOV"
"311","TBS 4","48","hit_1","DANINT"
"312","TBS 4","49","hit_2","LLOSER"
"313","TBS 4","49","hit_3","ERISIM"
"314","TBS 4","49","hit_4","RHOINT"
"315","TBS 4","50","hit_1","DANINT"
"316","TBS 8","1","hit_1","GEUROS"
"317","TBS 8","2","hit_1","DANINT"
"318","TBS 8","2","hit_2","POTDIV"
"319","TBS 8","3","hit_1","DANINT"
"320","TBS 8","4","hit_1","DANINT"
"321","TBS 8","5","hit_1","DANINT"
"322","TBS 8","8","hit_1","DANINT"
"323","TBS 8","9","hit_1","DANINT"
"324","TBS 8","10","hit_1","DANINT"
"325","TBS 8","10","hit_2","SOLMUL"
"326","TBS 8","11","hit_1","DANINT"
"327","TBS 8","12","hit_1","DANINT"
"328","TBS 8","13","hit_1","SOLMUL"
"329","TBS 8","14","hit_1","DANINT"
"330","TBS 8","15","hit_1","DANINT"
"331","TBS 8","17","hit_1","DANINT"
"332","TBS 8","18","hit_1","DANINT"
"333","TBS 8","19","hit_1","DANINT"
"334","TBS 8","21","hit_1","DANINT"
"335","TBS 8","22","hit_1","DANINT"
"336","TBS 8","23","hit_1","DANINT"
"337","TBS 8","24","hit_1","DANINT"
"338","TBS 8","25","hit_1","DANINT"
"339","TBS 8","25","hit_2","ARTSCO"
"340","TBS 8","27","hit_1","DANINT"
"341","TBS 8","29","hit_1","DANINT"
"342","TBS 8","30","hit_1","DANINT"
"343","TBS 8","30","hit_2","SOLMUL"
"344","TBS 8","31","hit_1","DANINT"
"345","TBS 8","31","hit_2","GEUROS"
"346","TBS 8","32","hit_1","DANINT"
"347","TBS 8","32","hit_2","GEUROS"
"348","TBS 8","33","hit_1","CARNOV"
"349","TBS 8","33","hit_2","DANINT"
"350","TBS 8","34","hit_1","DANINT"
"351","TBS 8","35","hit_1","DANINT"
"352","TBS 8","36","hit_1","DANINT"
"353","TBS 8","36","hit_2","ARTSCO"
"354","TBS 8","37","hit_1","DANINT"
"355","TBS 8","38","hit_1","DANINT"
"356","TBS 8","39","hit_1","DANINT"
"357","TBS 8","39","hit_2","GEUROS"
"358","TBS 8","40","hit_1","DANINT"
"359","TBS 8","41","hit_1","ARTSCO"
"360","TBS 8","42","hit_1","POTDIV"
"361","TBS 8","43","hit_1","DANINT"
"362","TBS 8","44","hit_1","DANINT"
"363","TBS 8","45","hit_1","GEUROS"
"364","TBS 8","46","hit_1","LLOSER"
"365","TBS 8","47","hit_1","DANINT"
"366","TBS 8","48","hit_1","DANINT"
"367","TBS 8","48","hit_2","POTDIV"
"368","TBS 8","49","hit_1","DANINT"
"369","TBS 8","49","hit_2","POTDIV"
"370","TBS 8","50","hit_1","DANINT"
"371","TBS 3","1","hit_1","DESCES"
"372","TBS 3","2","hit_1","DESCES"
"373","TBS 3","2","hit_2","LIGTEN"
"374","TBS 3","3","hit_1","DESCES"
"375","TBS 3","4","hit_1","POTDIV"
"376","TBS 3","4","hit_2","DESCES"
"377","TBS 3","6","hit_1","DESCES"
"378","TBS 3","6","hit_2","LLOSER"
"379","TBS 3","7","hit_1","DANINT"
"380","TBS 3","8","hit_1","LIGTEN"
"381","TBS 3","8","hit_2","PHLALP"
"382","TBS 3","8","hit_3","DANINT"
"383","TBS 3","9","hit_1","DANINT"
"384","TBS 3","9","hit_2","LIGTEN"
"385","TBS 3","10","hit_1","DESCES"
"386","TBS 3","11","hit_1","DESCES"
"387","TBS 3","12","hit_1","DESCES"
"388","TBS 3","12","hit_2","LIGTEN"
"389","TBS 3","12","hit_3","CALLEP"
"390","TBS 3","13","hit_1","DESCES"
"391","TBS 3","13","hit_2","LLOSER"
"392","TBS 3","14","hit_1","DESCES"
"393","TBS 3","14","hit_2","LIGTEN"
"394","TBS 3","15","hit_1","CARNOV"
"395","TBS 3","15","hit_2","POTDIV"
"396","TBS 3","17","hit_1","LIGTEN"
"397","TBS 3","17","hit_2","ERIGLA"
"398","TBS 3","18","hit_1","DESCES"
"399","TBS 3","19","hit_1","DESCES"
"400","TBS 3","20","hit_1","CARROS"
"401","TBS 3","21","hit_1","POLBIS"
"402","TBS 3","22","hit_1","DANINT"
"403","TBS 3","22","hit_2","PHLALP"
"404","TBS 3","23","hit_1","DESCES"
"405","TBS 3","23","hit_2","LIGTEN"
"406","TBS 3","24","hit_1","DESCES"
"407","TBS 3","25","hit_1","CARNOV"
"408","TBS 3","26","hit_1","CARNOV"
"409","TBS 3","26","hit_2","VERWOR"
"410","TBS 3","27","hit_1","DESCES"
"411","TBS 3","28","hit_1","DESCES"
"412","TBS 3","28","hit_2","POTDIV"
"413","TBS 3","29","hit_1","CARNOV"
"414","TBS 3","29","hit_2","POAALP"
"415","TBS 3","31","hit_2","DESCES"
"416","TBS 3","31","hit_3","LIGTEN"
"417","TBS 3","31","hit_4","CARNOV"
"418","TBS 3","32","hit_1","DESCES"
"419","TBS 3","33","hit_1","DESCES"
"420","TBS 3","34","hit_1","CARNOV"
"421","TBS 3","34","hit_2","VIOADU"
"422","TBS 3","35","hit_1","POTDIV"
"423","TBS 3","36","hit_1","POAALP"
"424","TBS 3","36","hit_2","CARNOV"
"425","TBS 3","37","hit_1","DESCES"
"426","TBS 3","38","hit_1","VERWOR"
"427","TBS 3","38","hit_2","DESCES"
"428","TBS 3","38","hit_3","POTDIV"
"429","TBS 3","38","hit_4","LIGTEN"
"430","TBS 3","38","hit_5","SIBPRO"
"431","TBS 3","39","hit_1","ARTSCO"
"432","TBS 3","39","hit_2","VERWOR"
"433","TBS 3","40","hit_1","CARNOV"
"434","TBS 3","41","hit_1","LLOSER"
"435","TBS 3","42","hit_1","LLOSER"
"436","TBS 3","42","hit_2","DESCES"
"437","TBS 3","43","hit_1","DESCES"
"438","TBS 3","43","hit_2","ERIGLA"
"439","TBS 3","44","hit_1","POAALP"
"440","TBS 3","45","hit_1","RHOINT"
"441","TBS 3","45","hit_2","LIGTEN"
"442","TBS 3","46","hit_1","GEUROS"
"443","TBS 3","47","hit_1","LIGTEN"
"444","TBS 3","48","hit_1","DESCES"
"445","TBS 3","49","hit_1","CARNOV"
"446","TBS 3","50","hit_1","LLOSER"
"447","TBS 7","1","hit_1","POLBIS"
"448","TBS 7","2","hit_1","DANINT"
"449","TBS 7","2","hit_2","LLOSER"
"450","TBS 7","3","hit_1","DANINT"
"451","TBS 7","3","hit_2","POTDIV"
"452","TBS 7","4","hit_1","POLBIS"
"453","TBS 7","4","hit_2","ARTSCO"
"454","TBS 7","5","hit_1","POLBIS"
"455","TBS 7","6","hit_1","LLOSER"
"456","TBS 7","7","hit_1","GEUROS"
"457","TBS 7","8","hit_1","LLOSER"
"458","TBS 7","8","hit_2","DANINT"
"459","TBS 7","9","hit_1","CARNOV"
"460","TBS 7","9","hit_2","DANINT"
"461","TBS 7","10","hit_1","DANINT"
"462","TBS 7","10","hit_2","GEUROS"
"463","TBS 7","11","hit_1","CARNOV"
"464","TBS 7","11","hit_2","LLOSER"
"465","TBS 7","12","hit_1","DANINT"
"466","TBS 7","13","hit_1","DANINT"
"467","TBS 7","14","hit_1","ARTSCO"
"468","TBS 7","15","hit_1","POTDIV"
"469","TBS 7","15","hit_2","DANINT"
"470","TBS 7","16","hit_1","GEUROS"
"471","TBS 7","17","hit_1","DANINT"
"472","TBS 7","17","hit_2","POLBIS"
"473","TBS 7","18","hit_1","DANINT"
"474","TBS 7","19","hit_1","DANINT"
"475","TBS 7","20","hit_1","DANINT"
"476","TBS 7","21","hit_1","LLOSER"
"477","TBS 7","22","hit_1","LLOSER"
"478","TBS 7","22","hit_2","GEUROS"
"479","TBS 7","23","hit_1","CARNOV"
"480","TBS 7","24","hit_1","DANINT"
"481","TBS 7","25","hit_1","DANINT"
"482","TBS 7","26","hit_1","DANINT"
"483","TBS 7","27","hit_1","DANINT"
"484","TBS 7","27","hit_2","GEUROS"
"485","TBS 7","28","hit_1","DANINT"
"486","TBS 7","28","hit_2","GEUROS"
"487","TBS 7","30","hit_1","LLOSER"
"488","TBS 7","30","hit_2","DANINT"
"489","TBS 7","31","hit_1","GEUROS"
"490","TBS 7","33","hit_1","POLBIS"
"491","TBS 7","33","hit_2","GEUROS"
"492","TBS 7","34","hit_1","GEUROS"
"493","TBS 7","35","hit_1","LLOSER"
"494","TBS 7","35","hit_2","CARNOV"
"495","TBS 7","35","hit_3","POTDIV"
"496","TBS 7","36","hit_1","DANINT"
"497","TBS 7","36","hit_2","ERISIM"
"498","TBS 7","37","hit_1","DANINT"
"499","TBS 7","38","hit_1","DANINT"
"500","TBS 7","39","hit_1","CARNOV"
"501","TBS 7","40","hit_1","DANINT"
"502","TBS 7","40","hit_2","LLOSER"
"503","TBS 7","41","hit_1","LLOSER"
"504","TBS 7","42","hit_1","LLOSER"
"505","TBS 7","43","hit_1","LLOSER"
"506","TBS 7","43","hit_2","DANINT"
"507","TBS 7","43","hit_3","POTDIV"
"508","TBS 7","44","hit_1","DANINT"
"509","TBS 7","45","hit_1","LLOSER"
"510","TBS 7","46","hit_1","ARTSCO"
"511","TBS 7","47","hit_1","DANINT"
"512","TBS 7","48","hit_1","DANINT"
"513","TBS 7","48","hit_2","VERWOR"
"514","TBS 7","49","hit_1","CARNOV"
"515","TBS 7","49","hit_2","VIOADU"
"516","TBS 7","50","hit_1","DANINT"
"517","TCO 4","3","hit_1","DANINT"
"518","TCO 4","4","hit_1","DANINT"
"519","TCO 4","4","hit_2","GEUROS"
"520","TCO 4","5","hit_1","DANINT"
"521","TCO 4","5","hit_2","VIOADU"
"522","TCO 4","6","hit_1","DANINT"
"523","TCO 4","7","hit_1","DANINT"
"524","TCO 4","8","hit_1","DANINT"
"525","TCO 4","9","hit_1","DANINT"
"526","TCO 4","10","hit_1","VIOADU"
"527","TCO 4","11","hit_1","DANINT"
"528","TCO 4","12","hit_1","DANINT"
"529","TCO 4","13","hit_1","ARTSCO"
"530","TCO 4","14","hit_1","DANINT"
"531","TCO 4","15","hit_1","LUZSPI"
"532","TCO 4","15","hit_2","VIOADU"
"533","TCO 4","16","hit_1","DANINT"
"534","TCO 4","16","hit_2","MINOBT"
"535","TCO 4","17","hit_1","DANINT"
"536","TCO 4","19","hit_1","DANINT"
"537","TCO 4","19","hit_2","SIBPRO"
"538","TCO 4","20","hit_1","POTDIV"
"539","TCO 4","22","hit_1","DANINT"
"540","TCO 4","23","hit_1","LLOSER"
"541","TCO 4","23","hit_2","LUZSPI"
"542","TCO 4","24","hit_1","DANINT"
"543","TCO 4","24","hit_2","ARTSCO"
"544","TCO 4","24","hit_3","VACSPP"
"545","TCO 4","28","hit_1","DANINT"
"546","TCO 4","29","hit_1","DANINT"
"547","TCO 4","30","hit_1","DANINT"
"548","TCO 4","33","hit_1","ERISIM"
"549","TCO 4","33","hit_2","MINOBT"
"550","TCO 4","34","hit_1","DANINT"
"551","TCO 4","34","hit_2","VACSPP"
"552","TCO 4","35","hit_1","DANINT"
"553","TCO 4","36","hit_1","SELDEN"
"554","TCO 4","37","hit_1","DANINT"
"555","TCO 4","38","hit_1","ARTSCO"
"556","TCO 4","38","hit_2","LUZSPI"
"557","TCO 4","39","hit_1","LLOSER"
"558","TCO 4","39","hit_2","DANINT"
"559","TCO 4","40","hit_1","ARTSCO"
"560","TCO 4","41","hit_1","DANINT"
"561","TCO 4","42","hit_1","ANTMED"
"562","TCO 4","43","hit_1","DANINT"
"563","TCO 4","44","hit_1","DANINT"
"564","TCO 4","44","hit_2","CASOCC"
"565","TCO 4","45","hit_1","DANINT"
"566","TCO 4","46","hit_1","DANINT"
"567","TCO 4","46","hit_2","MINOBT"
"568","TCO 4","47","hit_1","LLOSER"
"569","TCO 4","48","hit_1","LLOSER"
"570","TCO 4","49","hit_1","DANINT"
"571","TCO 4","50","hit_1","DANINT"
"572","TCO 4","50","hit_2","PHLALP"
"573","TCO 8","1","hit_1","DANINT"
"574","TCO 8","1","hit_2","ARTSCO"
"575","TCO 8","2","hit_1","DANINT"
"576","TCO 8","2","hit_2","UNKTOL"
"577","TCO 8","3","hit_1","DANINT"
"578","TCO 8","4","hit_1","ARTSCO"
"579","TCO 8","5","hit_1","SOLMUL"
"580","TCO 8","6","hit_1","DANINT"
"581","TCO 8","7","hit_1","DANINT"
"582","TCO 8","8","hit_1","DANINT"
"583","TCO 8","9","hit_1","ARTSCO"
"584","TCO 8","9","hit_2","DANINT"
"585","TCO 8","10","hit_1","DANINT"
"586","TCO 8","10","hit_2","TRISPI"
"587","TCO 8","11","hit_1","DANINT"
"588","TCO 8","12","hit_1","DANINT"
"589","TCO 8","12","hit_2","PHLALP"
"590","TCO 8","13","hit_1","DANINT"
"591","TCO 8","13","hit_2","NOCFEN"
"592","TCO 8","14","hit_1","DANINT"
"593","TCO 8","15","hit_1","DANINT"
"594","TCO 8","16","hit_1","ARTSCO"
"595","TCO 8","16","hit_2","VACSPP"
"596","TCO 8","17","hit_1","ERISIM"
"597","TCO 8","18","hit_1","DANINT"
"598","TCO 8","19","hit_1","DANINT"
"599","TCO 8","20","hit_1","DANINT"
"600","TCO 8","21","hit_1","DANINT"
"601","TCO 8","21","hit_2","DESCES"
"602","TCO 8","22","hit_1","DANINT"
"603","TCO 8","22","hit_2","POLBIS"
"604","TCO 8","23","hit_1","DESCES"
"605","TCO 8","24","hit_1","POAFAT2"
"606","TCO 8","24","hit_2","DANINT"
"607","TCO 8","25","hit_1","DANINT"
"608","TCO 8","26","hit_1","VACSPP"
"609","TCO 8","27","hit_1","DANINT"
"610","TCO 8","28","hit_1","DANINT"
"611","TCO 8","29","hit_1","ACHMIL"
"612","TCO 8","30","hit_1","DANINT"
